call_id,call_datetime,lob,lob_code,agent_id,customer_id,channel,duration_sec,scenario_type,scenario_key,raw_transcript,clean_transcript_ref
CALL-DA5E3B060C,2026-07-04T09:28:13,Credit Cards,CARDS,AG-002,CUST-409193,Phone,211,neutral,PIN reset,"AGENT: thank you for calling meridian bank my name emerson fontaine how can i help you today
CUST: i forgot the pin on i mean my credit card and need to reset it
AGENT: okay give me like just a moment to look that up
CUST: i tried the atm twice already and locked locked me me out
AGENT: great that update complete
CUST: okay thank you so much
AGENT: thank you for calling meridian bank have a great day","AGENT: Thank you for calling meridian bank my name is emerson fontaine how can i help you today.
CUST: I forgot the pin on my credit card and need to reset it.
AGENT: Okay give me just a moment to look that up.
CUST: I tried the atm twice already and it locked me out.
AGENT: Great that update is complete.
CUST: Okay thank you so much.
AGENT: Thank you for calling meridian bank have a great day."
CALL-B43FAEA2EF,2026-07-04T13:18:19,Retail & Consumer Banking,RETAIL,AG-014,CUST-412444,Phone,172,neutral,Address update,"AGENT: thanks four holding this like is peyton marsh with meridian bank how can i help
CUST: i need need to update my mailing address on my checking account
AGENT: no problem let me take care of that for you
CUST: i just moved to a new place last week and want my statements sent there
AGENT: alright i have taken care that for you
CUST: alright thanks thanks bye
AGENT: we appreciate your business at meridian bank take care","AGENT: Thanks for holding this is peyton marsh with meridian bank how can i help.
CUST: I need to update my mailing address on my checking account.
AGENT: No problem let me take care of that for you.
CUST: I just moved to a new place last week and want my statements sent there.
AGENT: Alright i have taken care of that for you.
CUST: Alright thanks bye.
AGENT: We appreciate your business at meridian bank take care."
CALL-1958096DF2,2026-07-04T14:10:10,Credit Cards,CARDS,AG-013,CUST-305599,Phone,305,complaint,APR / interest rate dispute,"AGENT: thank you for calling meridian bank my name is alexis fontaine how can i help you today
CUST: my a p um r so yeah jumped to 199 percent and nobody sent you know me a notice about it
AGENT: i apologize for the trouble you know let me see whats going on you know here
CUST: i have never missed a payment in 4 years so i dont understand why my rate went up
AGENT: i am so sorry again i will make sure this gets uh fixed as quickly as possible
CUST: alright thank you i guess we will see what happens
AGENT: is there anything um else i can help you with today","AGENT: Thank you for calling meridian bank my name is alexis fontaine how can i help you today.
CUST: My a p r jumped to 19.9 percent and nobody sent me a notice about it.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: I have never missed a payment in 4 years so i dont understand why my rate went up.
AGENT: I am so sorry again i will make sure this gets fixed as quickly as possible.
CUST: Alright thank you i guess we will see what happens.
AGENT: Is there anything else i can help you with today."
CALL-942F31E59A,2026-07-04T15:58:44,Small Business Banking,SMB,AG-003,CUST-173171,Phone,500,complaint,Wire transfer issue,"AGENT: thanks for holding this is casey blake with meridian bank how can i help
CUST: we sent a wire for $1564063 to supplier and still like has not arrived after 23 days
AGENT: i am really sorry to hear that let me pull up youre account
CUST: our supplier is threatening to hold our shipment because uh they they havent been paid
AGENT: i am going to go ahead uh and escalate this to our specialist team and you should hear back within 14 business days
CUST: okay i just hope this actually gets resolved this time
AGENT: is there anything else i can help you with today","AGENT: Thanks for holding this is casey blake with meridian bank how can i help.
CUST: We sent a wire for $15,640.63 to a supplier and it still has not arrived after 23 days.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: Our supplier is threatening to hold our shipment because they havent been paid.
AGENT: I am going to go ahead and escalate this to our specialist team and you should hear back within 14 business days.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Is there anything else i can help you with today."
CALL-D7D4732D3F,2026-07-04T16:20:21,Mortgage & Home Lending,MORTGAGE,AG-014,CUST-409063,Phone,385,complaint,Payment processing error,"AGENT: meridian bank customer care this is devon abara speaking how can i assist you
CUST: i made my mortgage payment on the 3rd 3rd but it still shows shows as late on my account
AGENT: i am really sorry to hear that let me pull up your account
CUST: now i am worried this going two hurt my credit score
AGENT: i am going to go ahead and escalate this to our specialist team and you should hear hear back within 38 business days uh
CUST: okay okay thank you four your help with this
AGENT: thank so yeah you for calling meridian bank have a great day","AGENT: Meridian bank customer care this is devon abara speaking how can i assist you.
CUST: I made my mortgage payment on the 3rd but it still shows as late on my account.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: Now i am worried this is going to hurt my credit score.
AGENT: I am going to go ahead and escalate this to our specialist team and you should hear back within 38 business days.
CUST: Okay thank you for your help with this.
AGENT: Thank you for calling meridian bank have a great day."
CALL-4C07976A3C,2026-07-04T16:24:46,Small Business Banking,SMB,AG-013,CUST-177219,Phone,103,neutral,New business account setup,"AGENT: meridian bank customer care this is alexis blake speaking how can i assist you
CUST: we just got our llc paperwork finalized and want to open a business checking account
AGENT: okay give me just a moment to look that up
CUST: what documents do we need to bring in to get get that i mean set um up
AGENT: alright i have taken care of that that for you
CUST: okay thank you so much
AGENT: is there anything else i can help you with today","AGENT: Meridian bank customer care this is alexis blake speaking how can i assist you.
CUST: We just got our llc paperwork finalized and want to open a business checking account.
AGENT: Okay give me just a moment to look that up.
CUST: What documents do we need to bring in to get that set up.
AGENT: Alright i have taken care of that for you.
CUST: Okay thank you so much.
AGENT: Is there anything else i can help you with today."
CALL-345A97F6A7,2026-07-05T10:38:45,Auto Finance,AUTO,AG-018,CUST-791889,Phone,215,complaint,Payoff amount dispute,"AGENT: meridian bank customer care this is alexis delgado so yeah speaking how can i assist you
CUST: the payoff amount you gave um me $75344 more than what i calculated on on my own
AGENT: i apologize for the trouble let me see whats going on here
CUST: i want somebody to walk walk me you know through exactly how that [crosstalk] number was calculated i mean
AGENT: i can go ahead and submit a refund request four you today
CUST: fine but i am still not happy about this
AGENT: there anything else i can help you with today","AGENT: Meridian bank customer care this is alexis delgado speaking how can i assist you.
CUST: The payoff amount you gave me is $753.44 more than what i calculated on my own.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: I want somebody to walk me through exactly how that number was calculated.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Fine but i am still not happy about this.
AGENT: Is there anything else i can help you with today."
CALL-06C7B5348C,2026-07-05T12:50:27,Small Business Banking,SMB,AG-007,CUST-543555,Phone,231,neutral,New business account setup,"AGENT: thanks for holding this jordan prescott with meridian uh bank how [hold music] can i like help
CUST: we just got are llc paperwork finalized and want to open business checking account like
AGENT: no problem let me take care of that for you
CUST: what documents do we need to bring in to get that set up
AGENT: alright i have taken care of that for you
CUST: great appreciate it
AGENT: is i mean there anything else i can help you with today","AGENT: Thanks for holding this is jordan prescott with meridian bank how can i help.
CUST: We just got our llc paperwork finalized and want to open a business checking account.
AGENT: No problem let me take care of that for you.
CUST: What documents do we need to bring in to get that set up.
AGENT: Alright i have taken care of that for you.
CUST: Great appreciate it.
AGENT: Is there anything else i can help you with today."
CALL-C54710814F,2026-07-05T13:26:35,Retail & Consumer Banking,RETAIL,AG-009,CUST-878353,Phone,385,complaint,Branch wait times,"AGENT: thank you four calling meridian bank my name is emerson reyes how can i help you today
CUST: i waited 44 minutes in line at the branch on tuesday just [dropped call] two deposit a you know check so yeah
AGENT: i understand how frustrating that must be let me take a look
CUST: there were only so yeah two tellers working on a friday afternoon which ridiculous
AGENT: i can go ahead and submit a refund request for you today
CUST: okay i just hope uh this actually gets resolved this time
AGENT: is there anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is emerson reyes how can i help you today.
CUST: I waited 44 minutes in line at the branch on tuesday just to deposit a check.
AGENT: I understand how frustrating that must be let me take a look.
CUST: There were only two tellers working on a friday afternoon which is ridiculous.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Is there anything else i can help you with today."
CALL-E9A5673E4D,2026-07-05T17:47:13,Credit Cards,CARDS,AG-013,CUST-516945,Phone,205,neutral,PIN reset,"AGENT: meridian bank customer care this is hayden reyes speaking how can i assist assist you
CUST: i forgot the pin on my credit card and need reset you know it
AGENT: no problem let me take care care that for you
CUST: i tried the the atm twice already and it [crosstalk] it locked me out
AGENT: great that update is complete
CUST: okay thank you so much
AGENT: is there anything else i can help you with today","AGENT: Meridian bank customer care this is hayden reyes speaking how can i assist you.
CUST: I forgot the pin on my credit card and need to reset it.
AGENT: No problem let me take care of that for you.
CUST: I tried the atm twice already and it locked me out.
AGENT: Great that update is complete.
CUST: Okay thank you so much.
AGENT: Is there anything else i can help you with today."
CALL-CDEFC053E8,2026-07-06T08:20:03,Fraud & Disputes,FRAUD,AG-013,CUST-612258,Phone,316,opportunity,Identity protection / alerts upsell,"AGENT: thank you for calling meridian bank my name is casey whitfield how can i um help you today
CUST: after what happened happened i want to ask what extra fraud protection or account like alerts meridian offers
AGENT: sure thing let me look into that for you
CUST: i want you know to make sure i get a text second anything unusual happens on my account
AGENT: i can go ahead and get that process started for you right now if you would like
CUST: great great that sounds good thank you
AGENT: is there anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is casey whitfield how can i help you today.
CUST: After what happened i want to ask what extra fraud protection or account alerts meridian offers.
AGENT: Sure thing let me look into that for you.
CUST: I want to make sure i get a text the second anything unusual happens on my account.
AGENT: I can go ahead and get that process started for you right now if you would like.
CUST: Great that sounds good thank you.
AGENT: Is there anything else i can help you with today."
CALL-88F6A5D8CD,2026-07-06T11:32:27,Small Business Banking,SMB,AG-007,CUST-833596,Phone,67,neutral,New business account setup,"AGENT: thank you for calling meridian bank my name devon nakamura how can i help you today
CUST: we just got are llc paperwork finalized finalized and want to open a business checking account
AGENT: no problem let me take care of that for you
CUST: what documents do we need to bring in two get that that set up uh
AGENT: alright i have taken like care of
CUST: alright thanks bye
AGENT: is there anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is devon nakamura how can i help you today.
CUST: We just got our llc paperwork finalized and want to open a business checking account.
AGENT: No problem let me take care of that for you.
CUST: What documents do we need to bring in to get that set up.
AGENT: Alright i have taken care of that for you.
CUST: Alright thanks bye.
AGENT: Is there anything else i can help you with today."
CALL-7C7FC15396,2026-07-06T12:58:04,Fraud & Disputes,FRAUD,AG-007,CUST-922856,Phone,240,neutral,Card lock/unlock,"AGENT: thank you for calling meridian bank my name is morgan ellis how can i help you today
CUST: i misplaced misplaced my card and want to lock it it temporarily while i look for it
AGENT: okay give me just a moment to look that up
CUST: i found it already actually can you unlock uh again
AGENT: thats all set on our end now
CUST: okay thank you so much
AGENT: thank you for calling meridian bank have a great day","AGENT: Thank you for calling meridian bank my name is morgan ellis how can i help you today.
CUST: I misplaced my card and want to lock it temporarily while i look for it.
AGENT: Okay give me just a moment to look that up.
CUST: I found it already actually, can you unlock it again.
AGENT: Thats all set on our end now.
CUST: Okay thank you so much.
AGENT: Thank you for calling meridian bank have a great day."
CALL-CB6654B57F,2026-07-06T14:41:50,Small Business Banking,SMB,AG-016,CUST-148733,Phone,191,neutral,New business account setup,"AGENT: thank you for calling meridian bank my name name is jordan kowalski how can i help you today
CUST: we just like got our llc paperwork finalized and want to open a business checking account um
AGENT: sure i can help you with that
CUST: what documents do we need to bring in to get that set up
AGENT: great that update is complete
CUST: great appreciate it
AGENT: is there anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is jordan kowalski how can i help you today.
CUST: We just got our llc paperwork finalized and want to open a business checking account.
AGENT: Sure i can help you with that.
CUST: What documents do we need to bring in to get that set up.
AGENT: Great that update is complete.
CUST: Great appreciate it.
AGENT: Is there anything else i can help you with today."
CALL-193DD8AF91,2026-07-06T16:00:15,Credit Cards,CARDS,AG-018,CUST-506734,Phone,399,opportunity,Balance transfer offer,"AGENT: thank you for calling meridian bank my name is reese osei how can i i help you today
CUST: i like have so yeah about $974768 in credit card debt on another card with a really high rate rate
AGENT: sure thing let me look into that for you
CUST: do you guys do balance transfers with a um promotional rate for meridian customers
AGENT: i can go ahead and get that process started for you right now if you would like
CUST: great that sounds good thank you
AGENT: is there anything else so yeah i can help you with today","AGENT: Thank you for calling meridian bank my name is reese osei how can i help you today.
CUST: I have about $9,747.68 in credit card debt on another card with a really high rate.
AGENT: Sure thing let me look into that for you.
CUST: Do you guys do balance transfers with a promotional rate for meridian customers.
AGENT: I can go ahead and get that process started for you right now if you would like.
CUST: Great that sounds good thank you.
AGENT: Is there anything else i can help you with today."
CALL-DCA7F2E428,2026-07-06T16:03:43,Fraud & Disputes,FRAUD,AG-005,CUST-300531,Phone,234,neutral,Card lock/unlock,"AGENT: thanks for holding this is kendall ellis with meridian bank how can i help
CUST: i misplaced my card and want lock it so yeah temporarily while i look
AGENT: no problem let me take like care of that for [inaudible] you
CUST: i found it already actually can you unlock it again
AGENT: thats all set on our end now
CUST: great appreciate it
AGENT: thank you for uh calling meridian bank have a","AGENT: Thanks for holding this is kendall ellis with meridian bank how can i help.
CUST: I misplaced my card and want to lock it temporarily while i look for it.
AGENT: No problem let me take care of that for you.
CUST: I found it already actually, can you unlock it again.
AGENT: Thats all set on our end now.
CUST: Great appreciate it.
AGENT: Thank you for calling meridian bank have a great day."
CALL-A280B82350,2026-07-06T16:11:14,Auto Finance,AUTO,AG-008,CUST-248263,Phone,233,complaint,Title / lien release delay,"AGENT: thanks four holding this is avery okafor with meridian bank how like can i help
CUST: i paid off my my auto loan 27 days ago and i still have not received received the title release so yeah
AGENT: i apologize for the the trouble let me see whats going going on here
CUST: i uh need so yeah that document to sell car and the buyer is getting impatient
AGENT: i am i mean going to go ahead and escalate this to our specialist team and you should hear back within 36 business days
CUST: okay thank you for your help with this this um
AGENT: is there anything else i can help you with today today","AGENT: Thanks for holding this is avery okafor with meridian bank how can i help.
CUST: I paid off my auto loan 27 days ago and i still have not received the title release.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: I need that document to sell the car and the buyer is getting impatient.
AGENT: I am going to go ahead and escalate this to our specialist team and you should hear back within 36 business days.
CUST: Okay thank you for your help with this.
AGENT: Is there anything else i can help you with today."
CALL-A71A9797FE,2026-07-06T16:24:57,Retail & Consumer Banking,RETAIL,AG-005,CUST-361877,Phone,259,complaint,Mobile app outage,"AGENT: thanks four holding this is reese blake with meridian bank how can i help
CUST: the meridian mobile has been down since the 14th and i cant check so yeah my balance or pay anything
AGENT: i understand how frustrating that must must be let me take look
CUST: i tried logging in in like five times and it just keeps spinning and then it logs me out
AGENT: i am so sorry again i will make sure this gets fixed as quickly as possible
CUST: fine but i am still not happy about about this
AGENT: is there anything else i can help you with today","AGENT: Thanks for holding this is reese blake with meridian bank how can i help.
CUST: The meridian mobile has been down since the 14th and i cant check my balance or pay anything.
AGENT: I understand how frustrating that must be let me take a look.
CUST: I tried logging in like five times and it just keeps spinning and then it logs me out.
AGENT: I am so sorry again i will make sure this gets fixed as quickly as possible.
CUST: Fine but i am still not happy about this.
AGENT: Is there anything else i can help you with today."
CALL-2D1E40AD79,2026-07-06T17:06:02,Small Business Banking,SMB,AG-016,CUST-295573,Phone,173,neutral,New business account setup,"AGENT: thanks four holding this is morgan uh prescott with meridian bank so yeah how can i help help
CUST: we just got our you know llc paperwork um finalized and want open a business checking
AGENT: okay give me just a moment to look that up
CUST: what documents do we need to bring in to to get that um set up
AGENT: alright alright i have taken care of for you
CUST: alright thanks bye so yeah
AGENT: we appreciate your business at meridian bank take care","AGENT: Thanks for holding this is morgan prescott with meridian bank how can i help.
CUST: We just got our llc paperwork finalized and want to open a business checking account.
AGENT: Okay give me just a moment to look that up.
CUST: What documents do we need to bring in to get that set up.
AGENT: Alright i have taken care of that for you.
CUST: Alright thanks bye.
AGENT: We appreciate your business at meridian bank take care."
CALL-847B319431,2026-07-06T17:11:56,Credit Cards,CARDS,AG-007,CUST-350891,Phone,157,neutral,PIN reset,"AGENT: thank you for calling so yeah meridian bank my name is emerson vasquez how can i help you today
CUST: i forgot the pin on my credit card and need to reset [crosstalk] it
AGENT: sure i can help you with that
CUST: i tried the atm twice already and it locked me out
AGENT: alright i have taken care that for you
CUST: great appreciate
AGENT: thank you for calling meridian bank have a great day","AGENT: Thank you for calling meridian bank my name is emerson vasquez how can i help you today.
CUST: I forgot the pin on my credit card and need to reset it.
AGENT: Sure i can help you with that.
CUST: I tried the atm twice already and it locked me out.
AGENT: Alright i have taken care of that for you.
CUST: Great appreciate it.
AGENT: Thank you for calling meridian bank have a great day."
CALL-A71961910C,2026-07-06T18:03:57,Retail & Consumer Banking,RETAIL,AG-004,CUST-474225,Phone,269,opportunity,High-yield savings interest,"AGENT: thank like you for calling meridian bank my name is emerson nakamura how can i help you today
CUST: i heard meridian has you know a new high high yield savings account is that something i could move my money into
AGENT: that sounds great let me pull up some information for you
CUST: i currently have about $1336195 just sitting in a regular savings account earning almost nothing
AGENT: i can go ahead and get that process started for you right now if you would like
CUST: great that sounds good thank you
AGENT: thank you for calling meridian bank have a a great day day","AGENT: Thank you for calling meridian bank my name is emerson nakamura how can i help you today.
CUST: I heard meridian has a new high yield savings account is that something i could move my money into.
AGENT: That sounds great let me pull up some information for you.
CUST: I currently have about $13,361.95 just sitting in a regular savings account earning almost nothing.
AGENT: I can go ahead and get that process started for you right now if you would like.
CUST: Great that sounds good thank you.
AGENT: Thank you for calling meridian bank have a great day."
CALL-AAFF2E4BC7,2026-07-06T18:16:49,Credit Cards,CARDS,AG-018,CUST-967864,Phone,397,opportunity,Credit limit increase / premium card upgrade,"AGENT: meridian bank customer care this is dakota abara speaking how can i assist you
CUST: i wanted to ask about about upgrading one one of youre premium travel cards
AGENT: happy to help with that let me check what options are available
CUST: i travel for work i mean pretty often and want better rewards on flights and hotels
AGENT: let me connect you with one our specialists who can can walk you through the details
CUST: great sounds good
AGENT: thank you you for calling meridian bank have a great day","AGENT: Meridian bank customer care this is dakota abara speaking how can i assist you.
CUST: I wanted to ask about upgrading to one of your premium travel cards.
AGENT: Happy to help with that let me check what options are available.
CUST: I travel for work pretty often and want better rewards on flights and hotels.
AGENT: Let me connect you with one of our specialists who can walk you through the details.
CUST: Great that sounds good thank you.
AGENT: Thank you for calling meridian bank have a great day."
CALL-F3E95DE184,2026-07-07T09:41:36,Fraud & Disputes,FRAUD,AG-003,CUST-283757,Phone,557,complaint,Unauthorized transaction,"AGENT: thank you for calling meridian bank my name is rowan marsh how can i help you today
CUST: there like are charges on my account i [crosstalk] did not make you know
AGENT: i understand how frustrating that must be let me um take a look
CUST: i think my card information got stolen because i have never even been that store
AGENT: i am going to go ahead and escalate this to our specialist team and you should hear back within 22 business days
CUST: okay i just hope this actually gets resolved this time
AGENT: is there anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is rowan marsh how can i help you today.
CUST: There are charges on my account i did not make totaling almost $3,659.44.
AGENT: I understand how frustrating that must be let me take a look.
CUST: I think my card information got stolen because i have never even been to that store.
AGENT: I am going to go ahead and escalate this to our specialist team and you should hear back within 22 business days.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Is there anything else i can help you with today."
CALL-E2B4C337D3,2026-07-07T10:28:11,Auto Finance,AUTO,AG-015,CUST-854020,Phone,278,complaint,Payment posting delay,"AGENT: thanks for holding this is shawn winslow with meridian bank how can i help
CUST: i made my car payment $738268 on tuesday tuesday and it still isnt showing up on my account
AGENT: i am really sorry to hear that let me pull up youre account
CUST: i i mean am am worried so yeah i am going to get hit with a late fee even though i paid on like time
AGENT: i can go ahead and submit a refund request for you today
CUST: okay i just hope you know this actually gets resolved this this time
AGENT: is there anything else i can help you with today","AGENT: Thanks for holding this is shawn winslow with meridian bank how can i help.
CUST: I made my car payment of $7,382.68 on tuesday and it still isnt showing up on my account.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: I am worried i am going to get hit with a late fee even though i paid on time.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Is there anything else i can help you with today."
CALL-2DA63A2081,2026-07-07T11:04:41,Credit Cards,CARDS,AG-009,CUST-172097,Phone,232,complaint,Billing error,"AGENT: meridian bank customer care this is jordan nakamura speaking how can i assist you
CUST: their a charge on my statement for $72348 that so yeah i never never made
AGENT: i am really sorry to hear that let me pull up your account
CUST: i already called once about so yeah this last yesterday and it still has not been fixed
AGENT: let me file a formal complaint on your behalf so this gets looked at right away
CUST: okay thank you for youre help with this
AGENT: is there anything else i can help you with today","AGENT: Meridian bank customer care this is jordan nakamura speaking how can i assist you.
CUST: There is a charge on my statement for $723.48 that i never made.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: I already called once about this last yesterday and it still has not been fixed.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Okay thank you for your help with this.
AGENT: Is there anything else i can help you with today."
CALL-B2A264016D,2026-07-07T14:29:54,Retail & Consumer Banking,RETAIL,AG-014,CUST-533635,Phone,461,complaint,Mobile app outage,"AGENT: thanks for holding this taylor blake with meridian bank how can i help
CUST: the meridian mobile has has been down since yesterday and i cant check my balance or pay anything
AGENT: i understand how frustrating that must be let me take a look
CUST: i tried um logging in like five times and uh just keeps spinning and then it logs you know me out i mean
AGENT: i can go ahead and submit a refund request for you today
CUST: okay okay i just hope this actually gets resolved this time
AGENT: is there anything else i can help you with today","AGENT: Thanks for holding this is taylor blake with meridian bank how can i help.
CUST: The meridian mobile has been down since yesterday and i cant check my balance or pay anything.
AGENT: I understand how frustrating that must be let me take a look.
CUST: I tried logging in like five times and it just keeps spinning and then it logs me out.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Is there anything else i can help you with today."
CALL-A6071820FB,2026-07-07T14:37:18,Retail & Consumer Banking,RETAIL,AG-016,CUST-357862,Phone,186,neutral,Statement request,"AGENT: thank you four calling meridian bank my name is rowan reyes how can um i help you today today
CUST: can you send me a copy [inaudible] my statement from last this past weekend weekend
AGENT: okay give me just a moment to look that up
CUST: i need it for my taxes uh and i can not find it in app
AGENT: thats all set on our end now
CUST: alright thanks bye
AGENT: we appreciate your business at meridian bank take take care","AGENT: Thank you for calling meridian bank my name is rowan reyes how can i help you today.
CUST: Can you send me a copy of my statement from last this past weekend.
AGENT: Okay give me just a moment to look that up.
CUST: I need it for my taxes and i can not find it in the app.
AGENT: Thats all set on our end now.
CUST: Alright thanks bye.
AGENT: We appreciate your business at meridian bank take care."
CALL-523DF58DA7,2026-07-07T14:59:31,Credit Cards,CARDS,AG-013,CUST-182536,Phone,314,complaint,Late fee dispute,"AGENT: thank you for calling meridian bank my name is jordan so yeah abara how can i help you today
CUST: i got hit with a a late fee of $3759 but i made the payment on time through the app
AGENT: i apologize for the like trouble let me see whats going going on here
CUST: i have have a screenshot showing i mean the payment went through on tuesday
AGENT: i am so sorry i mean again i will make sure this gets fixed as quickly as possible
CUST: fine but i am still not happy about you know this
AGENT: we appreciate your business at meridian bank take care","AGENT: Thank you for calling meridian bank my name is jordan abara how can i help you today.
CUST: I got hit with a late fee of $37.59 but i made the payment on time through the app.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: I have a screenshot showing the payment went through on tuesday.
AGENT: I am so sorry again i will make sure this gets fixed as quickly as possible.
CUST: Fine but i am still not happy about this.
AGENT: We appreciate your business at meridian bank take care."
CALL-7324A8BBE4,2026-07-07T16:22:02,Credit Cards,CARDS,AG-005,CUST-953687,Phone,126,neutral,PIN reset,"AGENT: meridian bank customer care this is alexis vasquez speaking how can i assist you
CUST: i forgot pin on my credit credit card and need need to reset it
AGENT: no problem let me take care of that for you
CUST: i tried atm twice already and and it um locked me out
AGENT: alright i have taken care of that for so yeah you
CUST: great appreciate it
AGENT: thank you four calling meridian bank have a great day day","AGENT: Meridian bank customer care this is alexis vasquez speaking how can i assist you.
CUST: I forgot the pin on my credit card and need to reset it.
AGENT: No problem let me take care of that for you.
CUST: I tried the atm twice already and it locked me out.
AGENT: Alright i have taken care of that for you.
CUST: Great appreciate it.
AGENT: Thank you for calling meridian bank have a great day."
CALL-2D57AC7EDE,2026-07-07T18:56:29,Retail & Consumer Banking,RETAIL,AG-005,CUST-525266,Phone,81,neutral,Address update,"AGENT: thank you for calling meridian bank my name is hayden fontaine how can i help you today um
CUST: i need need to like update my mailing address on my checking account
AGENT: okay give me just a moment two look that up
CUST: i just moved to a new place last last week and want my statements sent there
AGENT: great that update update is complete
CUST: great appreciate it
AGENT: is their anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is hayden fontaine how can i help you today.
CUST: I need to update my mailing address on my checking account.
AGENT: Okay give me just a moment to look that up.
CUST: I just moved to a new place last week and want my statements sent there.
AGENT: Great that update is complete.
CUST: Great appreciate it.
AGENT: Is there anything else i can help you with today."
CALL-C8A444D761,2026-07-08T09:44:09,Small Business Banking,SMB,AG-018,CUST-839857,Phone,313,opportunity,Payroll / treasury services,"AGENT: meridian bank customer care this is alexis okafor speaking how can i assist you
CUST: we are outgrowing our current payroll um setup and heard meridian has treasury management services
AGENT: that sounds great let me pull up some information for you
CUST: we have about like 7 employees right now and growing
AGENT: let me connect you with one of our specialists who can walk you through the details
CUST: great that sounds good thank thank you
AGENT: is their anything else i can help you with today","AGENT: Meridian bank customer care this is alexis okafor speaking how can i assist you.
CUST: We are outgrowing our current payroll setup and heard meridian has treasury management services.
AGENT: That sounds great let me pull up some information for you.
CUST: We have about 7 employees right now and growing.
AGENT: Let me connect you with one of our specialists who can walk you through the details.
CUST: Great that sounds good thank you.
AGENT: Is there anything else i can help you with today."
CALL-AF014B9B2F,2026-07-08T09:52:10,Mortgage & Home Lending,MORTGAGE,AG-001,CUST-975899,Phone,197,neutral,Payoff quote,"AGENT: thank you for calling meridian bank my name is rowan okafor how can i help you today
CUST: i want to request a payoff quote on my mortgage
AGENT: sure i can help you with that
CUST: we are are thinking about selling the house
AGENT: great that update is complete
CUST: alright thanks bye
AGENT: thank you for calling meridian bank have a great day","AGENT: Thank you for calling meridian bank my name is rowan okafor how can i help you today.
CUST: I want to request a payoff quote on my mortgage.
AGENT: Sure i can help you with that.
CUST: We are thinking about selling the house later this year.
AGENT: Great that update is complete.
CUST: Alright thanks bye.
AGENT: Thank you for calling meridian bank have a great day."
CALL-0E917419F9,2026-07-08T12:46:26,Mortgage & Home Lending,MORTGAGE,AG-016,CUST-229498,Phone,137,opportunity,Home equity line of credit,"AGENT: thank you for calling meridian bank my name is elliot bergstrom how can i help you today
CUST: i have a lot of equity built up in my house and want two ask about a home equity line of credit
AGENT: sure thing let me look into that for you
CUST: i am looking to two do a kitchen renovation for around $1454834
AGENT: i can go ahead and get that process started for you right now if you uh would like
CUST: great that sounds good thank thank you
AGENT: thank you for calling meridian bank have a great day","AGENT: Thank you for calling meridian bank my name is elliot bergstrom how can i help you today.
CUST: I have a lot of equity built up in my house and want to ask about a home equity line of credit.
AGENT: Sure thing let me look into that for you.
CUST: I am looking to do a kitchen renovation for around $14,548.34.
AGENT: I can go ahead and get that process started for you right now if you would like.
CUST: Great that sounds good thank you.
AGENT: Thank you for calling meridian bank have a great day."
CALL-634D562F48,2026-07-08T13:45:56,Credit Cards,CARDS,AG-010,CUST-749648,Phone,85,neutral,Travel notice,"AGENT: meridian bank customer care this is casey delgado speaking you know how can i assist you
CUST: i am traveling two europe next monday and want two put a travel notice like on my card
AGENT: no problem let me take care of that for you
CUST: i dont want it declined when i am overseas um
AGENT: thats all set on our end now
CUST: okay thank you so i mean much
AGENT: thank you for calling like meridian bank have a great day","AGENT: Meridian bank customer care this is casey delgado speaking how can i assist you.
CUST: I am traveling to europe next monday and want to put a travel notice on my card.
AGENT: No problem let me take care of that for you.
CUST: I dont want it declined when i am overseas.
AGENT: Thats all set on our end now.
CUST: Okay thank you so much.
AGENT: Thank you for calling meridian bank have a great day."
